accuracy,precision,recall,f1,roc_auc,model_name
0.8100558659217877,0.8097570145714134,0.8100558659217877,0.8059232554512847,0.8549407114624504,logistic_regression
0.7988826815642458,0.8075795396014105,0.7988826815642458,0.7889529080051138,0.8384057971014495,gradient_boosting
0.7318435754189944,0.7980948288210858,0.7318435754189944,0.687990927038266,0.8281291172595521,random_forest
0.776536312849162,0.7818653670906137,0.776536312849162,0.765503231116793,0.8164690382081686,lightgbm
0.8044692737430168,0.802870757241444,0.8044692737430168,0.801490741302827,0.8096179183135704,xgboost
