rmse,mae,r2,model_name
1375222.1908158073,1007395.9544795179,0.6258364248722661,random_forest
1375608.0766575057,1003000.1187646512,0.6256264156328263,gradient_boosting
1404873.502770157,1019130.659999652,0.6095277219251006,lightgbm
1424573.7328702926,1059188.125,0.5984998941421509,xgboost
