rmse,mae,r2,model_name
1257089.7138772556,941685.1875,0.6873573064804077,xgboost
1289373.36289726,948209.9702920915,0.6710929737011175,gradient_boosting
1326596.3112753527,985166.4583129039,0.6518284072999461,lightgbm
1395923.392904674,1023649.09939963,0.6144870831972576,random_forest
