rmse,mae,r2,model_name
1347852.5203597017,993423.125,0.640581488609314,xgboost
1376215.327981325,1022206.3824133043,0.6252958141525939,lightgbm
1395605.823105918,1013804.2525451576,0.6146624700903349,random_forest
1546568.7862896873,1151114.37617618,0.5267896390502895,gradient_boosting
