rmse,mae,r2,model_name
1346155.5114982303,996503.3714935704,0.6414859082348002,lightgbm
1358706.729657287,1010951.1875,0.6347693204879761,xgboost
1382274.377978466,1010995.3400787672,0.6219891379703714,random_forest
1411412.401177756,1032115.6641682758,0.6058844037961398,gradient_boosting
