rmse,mae,r2,model_name
16.94180551183062,14.539846948665742,0.09580547760482405,random_forest
17.041414892214178,14.720661541550841,0.0851417938046467,lightgbm
17.18833174782413,14.74283401264749,0.06929950969555798,gradient_boosting
17.335466595958973,14.760758399963379,0.053297460079193115,xgboost
