accuracy,precision,recall,f1,roc_auc,model_name
0.819672131147541,0.8345628415300547,0.819672131147541,0.8154374258124539,0.9004329004329005,random_forest
0.7868852459016393,0.7991803278688525,0.7868852459016393,0.781880594141991,0.8863636363636364,logistic_regression
0.7868852459016393,0.7879781420765027,0.7868852459016393,0.785486625694267,0.8722943722943722,lightgbm
0.7704918032786885,0.7727809776990104,0.7704918032786885,0.7682219419924338,0.8701298701298702,xgboost
0.819672131147541,0.847035621841489,0.819672131147541,0.8132263690268574,0.8614718614718615,gradient_boosting
