rmse,mae,r2,model_name
1257089.7138772556,941685.1875,0.6873573064804077,xgboost
1288518.8633850273,947303.3096863712,0.6715287788324308,gradient_boosting
1311832.869497677,973560.9194969548,0.659534758917656,lightgbm
1398297.6575127074,1023982.7461554842,0.6131745640663175,random_forest
