rmse,mae,r2,model_name
1331488.1165132492,1000273.6875,0.6492559313774109,xgboost
1333827.5714694636,995781.7096593365,0.6480223038361332,gradient_boosting
1382139.4226691122,999871.4832791266,0.6220629468802221,lightgbm
1398976.044276698,1021514.7982023526,0.6127991348286055,random_forest
