accuracy,precision,recall,f1,roc_auc,model_name
0.8524590163934426,0.8699453551912568,0.8524590163934426,0.8489942574829168,0.8982683982683983,lightgbm
0.819672131147541,0.8345628415300547,0.819672131147541,0.8154374258124539,0.8939393939393939,random_forest
0.8360655737704918,0.8473002407428636,0.8360655737704918,0.8330601092896175,0.8928571428571429,gradient_boosting
0.8032786885245902,0.8221511395441824,0.8032786885245902,0.7975188303057155,0.8874458874458875,logistic_regression
0.8032786885245902,0.8125644846956324,0.8032786885245902,0.799672131147541,0.8744588744588746,xgboost
