rmse,mae,r2,model_name
1346566.3269813336,988101.0,0.6412670612335205,xgboost
1378706.280859241,1020879.2267482831,0.6239381557216093,gradient_boosting
1378817.2702723544,1009419.8099876145,0.6238776053868293,lightgbm
1411006.5865713526,1034718.0323902048,0.6061110064141257,random_forest
