accuracy,precision,recall,f1,roc_auc,model_name
0.77,0.768016373492643,0.77,0.7665499077515442,0.8459895833333334,logistic_regression
0.765,0.7641544117647059,0.765,0.7592881944444444,0.8353385416666667,gradient_boosting
0.775,0.7824451410658306,0.775,0.7647798742138364,0.81453125,random_forest
0.7625,0.7609466783960953,0.7625,0.7574315246524753,0.8126822916666667,lightgbm
0.755,0.7528946178199909,0.755,0.7500053931614713,0.8052604166666666,xgboost
