rmse,mae,r2,model_name
1329828.358631541,975460.3369215832,0.6501298078319756,gradient_boosting
1342043.8579778234,1001157.875,0.6436726450920105,xgboost
1366949.018045298,994353.9755759316,0.6303247305187377,lightgbm
1405209.7008275688,1026563.4874765316,0.6093408129559563,random_forest
