accuracy,precision,recall,f1,roc_auc,model_name
0.77,0.768016373492643,0.77,0.7665499077515442,0.8462500000000002,logistic_regression
0.78,0.7796581196581197,0.78,0.7750912778904664,0.8415104166666667,gradient_boosting
0.7725,0.771921393632541,0.7725,0.7671991278380813,0.8405989583333333,lightgbm
0.775,0.7748161764705883,0.775,0.76953125,0.8372916666666667,xgboost
0.7675,0.7688083177819248,0.7675,0.7601012074959372,0.8215885416666667,random_forest
