rmse,mae,r2,model_name
1294360.6579929723,956594.0625,0.6685436367988586,xgboost
1336472.86734678,979608.3692869477,0.6466248092129091,gradient_boosting
1370819.3011792453,1013461.646576861,0.6282284220228411,lightgbm
1391915.8426500743,1012861.8616569621,0.6166974404172956,random_forest
